case_number,date_time_reported,location_of_occurence,domesticdv_relationship,incident_type,criminal_offense,disposition
202000415,03/12/2020 12:32:00 am,"1099 LOCUST ST/HITT ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202000414,03/11/2020 11:36:00 pm,"502 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST
202000413,03/11/2020 11:37:00 pm,"699 LOCUST ST/S SEVENTH ST , COLUMBIA MO, 65201",NO  NOT APPLICABLE,DISORDERLY CONDUCT,DISORDERLY CONDUCT,CLEARED BY ARREST
202000412,03/12/2020 08:15:26 am,"600 E STADIUM BLVD , COLUMBIA MO, 65201",NO  NOT APPLICABLE,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,UNFOUNDED
202000411,03/11/2020 02:35:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,ACTIVE
202000410,03/12/2020 07:47:01 am,"105 E ASH ST , COLUMBIA MO, 65203",NO  NOT APPLICABLE,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,ACTIVE
202000409,03/11/2020 01:05:00 pm,"1300 ROLLINS ST , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,INACTIVE
202000408,03/11/2020 08:31:00 am,"801 CONLEY AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202000407,03/11/2020 02:13:00 am,"1299 ASHLAND RD/E STADIUM BLVD , COLUMBIA MO, 65201",NO,DWI,DWI,CLEARED BY ARREST
202000407,03/11/2020 02:13:00 am,"1299 ASHLAND RD/E STADIUM BLVD , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202000406,03/10/2020 10:05:56 pm,"0 4TH/CONLEY , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,CLEARED BY ARREST
202000405,03/10/2020 05:04:00 pm,"900 RICHMOND AVE , COLUMBIA MO, 65201",YES RELATED BY BLOOD,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202000404,03/10/2020 05:39:25 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202000403,03/10/2020 12:00:00 am,"2103 E BUSINESS LOOP 70/HATHMAN PL , COLUMBIA MO, 65201",NO,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202000403,03/10/2020 12:00:00 am,"2103 E BUSINESS LOOP 70/HATHMAN PL , COLUMBIA MO, 65201",NO,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202000403,03/10/2020 12:00:00 am,"2103 E BUSINESS LOOP 70/HATHMAN PL , COLUMBIA MO, 65201",NO,OTHER OFFENSE - NOT REPORTABLE,DRUG - NARCOTIC,CLEARED BY ARREST
202000402,03/10/2020 08:45:00 am,"999 RICHMOND AVE/KENTUCKY BLVD , COLUMBIA MO, 65201",NO  NOT APPLICABLE,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202000401,03/10/2020 01:40:00 am,"1095 VIRGINIA AVE , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE
202000400,03/10/2020 12:32:00 am,"405 S PROVIDENCE RD , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202000399,03/10/2020 12:28:00 am,"699 TIGER AVE/TURNER AVE , COLUMBIA MO, 65201",NO,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202000398,03/09/2020 05:09:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO  NOT APPLICABLE,DRUG - PARAPHERNALIA / EQUIPMENT,LARCENY - SHOPLIFTING,CLEARED BY ARREST
202000398,03/09/2020 05:09:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO  NOT APPLICABLE,LARCENY - SHOPLIFTING,LARCENY - SHOPLIFTING,CLEARED BY ARREST
202000397,03/09/2020 03:21:59 pm,"1205 UNIVERSITY AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202000396,03/09/2020 08:22:00 am,"500 S COLLEGE AVE , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,INACTIVE
202000395,03/09/2020 12:00:00 am,"800 E STADIUM BLVD , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202000394,03/09/2020 09:00:49 am,"999 E STADIUM BLVD/MONK DR , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202000393,03/09/2020 12:40:00 am,"503 S COLLEGE AVE/ROSEMARY LN , COLUMBIA MO, 65201",NO  NOT APPLICABLE,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202000392,03/08/2020 11:03:31 pm,"800 VIRGINIA AVE , COLUMBIA MO, 65201",NO,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202000391,03/08/2020 08:43:00 pm,"915 LOCUST ST , COLUMBIA MO, 65201",NO,HARASSMENT,HARASSMENT,UNFOUNDED
202000390,03/08/2020 03:54:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO  NOT APPLICABLE,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202000389,03/08/2020 01:10:00 pm,"251 CHAMPIONS DR , COLUMBIA MO, 65201",NO  NOT APPLICABLE,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE
202000388,03/08/2020 01:55:00 am,"399 W STADIUM BLVD/CARRIE FRANCKE DR , COLUMBIA MO, 65203",NO,DWI,DWI,CLEARED BY ARREST
202000388,03/08/2020 01:55:00 am,"399 W STADIUM BLVD/CARRIE FRANCKE DR , COLUMBIA MO, 65203",NO,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202000387,03/08/2020 12:44:00 am,"901 ROLLINS ST , COLUMBIA MO, 65201",NO  NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202000387,03/08/2020 12:44:00 am,"901 ROLLINS ST , COLUMBIA MO, 65201",NO  NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202000386,03/08/2020 12:15:00 am,"403 S COLLEGE AVE/PAQUIN ST , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202000386,03/08/2020 12:15:00 am,"403 S COLLEGE AVE/PAQUIN ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202000385,03/07/2020 11:52:11 pm,"699 ROLLINS ST/TIGER AVE , COLUMBIA MO, 65201",NO  NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202000384,03/07/2020 10:23:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202000383,03/07/2020 02:25:00 pm,"599 ROLLINS ST/RICHMOND AVE , COLUMBIA MO, 65201",NO,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202000383,03/07/2020 02:25:00 pm,"599 ROLLINS ST/RICHMOND AVE , COLUMBIA MO, 65201",NO,WARRANT ARREST,DRUG - NARCOTIC,CLEARED BY ARREST
202000382,03/07/2020 12:28:00 pm,"309 HITT ST , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE
202000381,03/07/2020 06:18:00 am,"1000 VIRGINIA AVE , COLUMBIA MO, 65201",NO,SODOMY,SODOMY,EXCEPTIONALLY CLEARED
202000380,03/07/2020 02:57:00 am,"300 TURNER AVE/S PROVIDENCE RD , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202000379,03/07/2020 02:20:00 am,"799 ROLLINS ST/MISSOURI AVE , COLUMBIA MO, 65201",NO  NOT APPLICABLE,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202000378,03/07/2020 02:29:00 am,"999 ELM ST/S TENTH ST , COLUMBIA MO, 65201",NO  NOT APPLICABLE,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202000377,03/07/2020 12:54:00 am,"808 S PROVIDENCE RD , COLUMBIA MO, 65203",NO,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202000376,03/07/2020 01:30:00 am,"0 TIGER AVE/KENTUCKY BLVD , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202000375,03/07/2020 12:23:00 am,"799 LOCUST ST/S EIGHTH ST , COLUMBIA MO, 65201",NO  NOT APPLICABLE,DISORDERLY CONDUCT,DISORDERLY CONDUCT,CLEARED BY ARREST
202000374,03/07/2020 12:07:00 am,"904 S COLLEGE AVE , COLUMBIA MO, 65201",NO  NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202000374,03/07/2020 12:07:00 am,"904 S COLLEGE AVE , COLUMBIA MO, 65201",NO  NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202000373,03/06/2020 10:36:43 pm,"155 W BUSINESS LOOP 70 , COLUMBIA MO, 65203",NO,TRESPASS,TRESPASS,CLEARED BY ARREST
202000372,03/06/2020 09:08:00 pm,"851 CHAMPIONS DR , COLUMBIA MO, 65201",NO,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,ACTIVE
202000371,03/06/2020 09:15:05 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO  NOT APPLICABLE,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202000370,03/06/2020 01:51:00 pm,"206 S COLLEGE AVE , COLUMBIA MO, 65201",NO,TRESPASS,TRESPASS,CLEARED BY ARREST
202000369,03/06/2020 02:11:00 am,"800 HITT ST , COLUMBIA MO, 65201",NO  NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202000369,03/06/2020 02:11:00 am,"800 HITT ST , COLUMBIA MO, 65201",NO  NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202000368,03/06/2020 12:10:00 am,"1199 ROLLINS ST/VIRGINIA AVE , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202000368,03/06/2020 12:10:00 am,"1199 ROLLINS ST/VIRGINIA AVE , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202000367,03/05/2020 12:00:32 am,"799 HITT ST/ROLLINS ST , COLUMBIA MO, 65201",NO,CREDIT CARD/ATM (MACHINE) FRAUD,CREDIT CARD/ATM (MACHINE) FRAUD,INACTIVE
202000366,03/05/2020 04:42:00 pm,"699 E STADIUM BLVD/MICK DEAVER DR , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,TRAFFIC OFFENSE,ACTIVE
202000365,03/05/2020 03:00:00 pm,"904 S COLLEGE AVE , COLUMBIA MO, 65201",NO  CONTINUING SOCIAL RELATIONSHIP ROMANTIC IN NATURE,RAPE - FORCIBLE,RAPE - FORCIBLE,ACTIVE
202000364,03/05/2020 05:38:24 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO  NOT APPLICABLE,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202000363,03/05/2020 09:08:00 am,"0 STADIUM/COLLEGE , COLUMBIA MO, 65201",NO  NOT APPLICABLE,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202000362,03/05/2020 08:30:00 am,"500 S COLLEGE AVE , COLUMBIA MO, 65201",NO,BURGLARY,BURGLARY,ACTIVE
202000362,03/05/2020 08:30:00 am,"500 S COLLEGE AVE , COLUMBIA MO, 65201",NO,LARCENY - THEFT FROM BUILDING,BURGLARY,ACTIVE
202000361,03/05/2020 01:22:00 am,"1199 E STADIUM BLVD/S COLLEGE AVE , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202000360,03/04/2020 07:51:00 pm,"1199 S COLLEGE AVE/E STADIUM BLVD , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202000359,03/04/2020 02:31:49 pm,"101 PARK DE VILLE DR , COLUMBIA MO, 65203",NO,HARASSMENT,HARASSMENT,UNFOUNDED
202000358,03/04/2020 01:32:00 pm,"511 CONLEY AVE , COLUMBIA MO, 65201",NO,TRESPASS,TRESPASS,CLEARED BY ARREST
202000357,03/04/2020 08:08:12 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,RECOVER VEH./PROP.,RECOVER VEH./PROP.,CLOSED
202000356,03/03/2020 06:54:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,ACTIVE
202000355,03/03/2020 03:14:00 pm,"1299 UNIVERSITY AVE/S COLLEGE AVE , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202000354,03/03/2020 03:18:00 pm,"815 HITT ST , COLUMBIA MO, 65201",NO,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,INACTIVE
202000353,03/03/2020 12:41:37 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202000352,03/03/2020 09:42:00 am,"1300 ROLLINS ST , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202000351,03/03/2020 07:25:00 am,"601 TURNER AVE , COLUMBIA MO, 65201",NO  NOT APPLICABLE,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE
202000350,03/03/2020 12:38:00 am,"1720 AV-9 , COLUMBIA MO, 65201",NO,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202000350,03/03/2020 12:38:00 am,"1720 AV-9 , COLUMBIA MO, 65201",NO,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202000349,03/02/2020 11:14:00 pm,"906 VIRGINIA AVE , COLUMBIA MO, 65201",NO  NOT APPLICABLE,BURGLARY,BURGLARY,ACTIVE
202000349,03/02/2020 11:14:00 pm,"906 VIRGINIA AVE , COLUMBIA MO, 65201",NO  NOT APPLICABLE,PROPERTY DAMAGE,BURGLARY,ACTIVE
202000348,03/02/2020 10:58:00 pm,"1300 ROLLINS ST , COLUMBIA MO, 65201",NO  NOT APPLICABLE,LARCENY - OTHER,LARCENY - OTHER,INACTIVE
202000347,03/02/2020 01:05:00 pm,"906 VIRGINIA AVE , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE
202000346,03/02/2020 11:45:00 am,"1020 HITT ST , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE
202000345,03/02/2020 10:29:00 am,"1100 VIRGINIA AVE , COLUMBIA MO, 65201",NO,LARCENY - THEFT OF MOTOR VEHICLE PARTS,LARCENY - THEFT OF MOTOR VEHICLE PARTS,INACTIVE
202000345,03/02/2020 10:29:00 am,"1100 VIRGINIA AVE , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,LARCENY - THEFT OF MOTOR VEHICLE PARTS,INACTIVE
202000344,03/01/2020 09:14:00 pm,"1110 S COLLEGE AVE , COLUMBIA MO, 65201",NO  NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202000343,03/01/2020 12:00:00 am,"502 KENTUCKY BLVD , COLUMBIA MO, 65201",,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202000342,03/01/2020 07:51:00 pm,"1100 MICK DEAVER DR/E STADIUM BLVD , COLUMBIA MO, 65201",NO,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202000342,03/01/2020 07:51:00 pm,"1100 MICK DEAVER DR/E STADIUM BLVD , COLUMBIA MO, 65201",NO,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,CLEARED BY ARREST
202000342,03/01/2020 07:51:00 pm,"1100 MICK DEAVER DR/E STADIUM BLVD , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202000341,03/01/2020 07:26:04 pm,"1000 ROLLINS ST , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED
202000340,03/01/2020 05:52:05 pm,"404 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,ACTIVE
202000339,03/01/2020 03:44:00 am,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202000338,03/01/2020 02:03:00 am,"1299 S PROVIDENCE RD/RESEARCH PARK DR , COLUMBIA MO, 65203",NO,DWI,DWI,CLEARED BY ARREST
202000338,03/01/2020 02:03:00 am,"1299 S PROVIDENCE RD/RESEARCH PARK DR , COLUMBIA MO, 65203",NO,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202000338,03/01/2020 02:03:00 am,"1299 S PROVIDENCE RD/RESEARCH PARK DR , COLUMBIA MO, 65203",NO,WARRANT ARREST,DWI,CLEARED BY ARREST
202000337,03/01/2020 01:26:00 am,"5859 LEGACY LN/BAPTIST HOME AVE , ASHLAND MO, 65010",NO,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202000337,03/01/2020 01:26:00 am,"5859 LEGACY LN/BAPTIST HOME AVE , ASHLAND MO, 65010",NO,WARRANT ARREST,DRUG - NARCOTIC,CLEARED BY ARREST
202000336,03/01/2020 01:18:00 am,"599 CONLEY AVE/S SIXTH ST , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202000336,03/01/2020 01:18:00 am,"599 CONLEY AVE/S SIXTH ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202000335,03/01/2020 12:46:00 am,"904 S COLLEGE AVE , COLUMBIA MO, 65201",NO  NOT APPLICABLE,FORGERY,FORGERY,EXCEPTIONALLY CLEARED
202000335,03/01/2020 12:46:00 am,"904 S COLLEGE AVE , COLUMBIA MO, 65201",NO  NOT APPLICABLE,LIQUOR LAW,FORGERY,EXCEPTIONALLY CLEARED
202000334,02/29/2020 10:47:00 pm,"404 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST
202000333,02/29/2020 09:03:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO  NOT APPLICABLE,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE
202000332,02/29/2020 07:51:33 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO  NOT APPLICABLE,HARASSMENT,HARASSMENT,EXCEPTIONALLY CLEARED
202000331,02/29/2020 05:35:00 pm,"515 S 5TH ST , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202000330,02/29/2020 05:35:00 pm,"1299 S PROVIDENCE RD/RESEARCH PARK DR , COLUMBIA MO, 65203",NO,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202000329,02/29/2020 08:56:53 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,DRUG - NARCOTIC,DRUG - NARCOTIC,ACTIVE
202000328,02/29/2020 01:45:00 am,"799 ROLLINS ST/MISSOURI AVE , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202000327,02/29/2020 12:05:00 am,"906 VIRGINIA AVE , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202000327,02/29/2020 12:05:00 am,"906 VIRGINIA AVE , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202000326,02/28/2020 12:00:00 am,"299 E STEWART RD/S PROVIDENCE RD , COLUMBIA MO, 65201",NO,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202000326,02/28/2020 12:00:00 am,"299 E STEWART RD/S PROVIDENCE RD , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,DRUG - NARCOTIC,CLEARED BY ARREST
202000325,02/28/2020 09:02:00 pm,"699 E STADIUM BLVD/MICK DEAVER DR , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202000324,02/28/2020 09:07:47 pm,"312 ELM ST , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202000323,02/28/2020 07:11:00 am,"404 N KEENE ST , COLUMBIA MO, 65201",NO  NOT APPLICABLE,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202000323,02/28/2020 07:11:00 am,"404 N KEENE ST , COLUMBIA MO, 65201",NO  NOT APPLICABLE,PROPERTY DAMAGE,ASSAULT-SIMPLE,CLEARED BY ARREST
202000323,02/28/2020 07:11:00 am,"404 N KEENE ST , COLUMBIA MO, 65201",NO  NOT APPLICABLE,TRESPASS,ASSAULT-SIMPLE,CLEARED BY ARREST
202000322,02/28/2020 02:38:00 am,"616 LOT HITT STREET , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,INACTIVE
202000322,02/28/2020 02:38:00 am,"616 LOT HITT STREET , COLUMBIA MO, 65201",NO,RESISTING ARREST BY FLEEING,LARCENY - OTHER,INACTIVE
202000321,02/27/2020 11:20:00 pm,"906 VIRGINIA AVE , COLUMBIA MO, 65201",NO  NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202000321,02/27/2020 11:20:00 pm,"906 VIRGINIA AVE , COLUMBIA MO, 65201",NO  NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202000320,02/27/2020 10:56:00 pm,"1007 TIGER AVE , COLUMBIA MO, 65201",NO,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202000319,02/27/2020 09:38:00 pm,"503 S COLLEGE AVE/ROSEMARY LN , COLUMBIA MO, 65201",NO  NOT APPLICABLE,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202000318,02/27/2020 09:13:40 pm,"900 EAST CAMPUS DR , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202000317,02/27/2020 03:53:00 pm,"599 ROLLINS ST/RICHMOND AVE , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202000316,02/27/2020 01:33:00 pm,"904 S COLLEGE AVE , COLUMBIA MO, 65201",NO  NOT APPLICABLE,LARCENY - OTHER,LARCENY - OTHER,INACTIVE
202000315,02/27/2020 12:00:00 am,"1299 ROLLINS ST/S COLLEGE AVE , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202000314,02/27/2020 01:53:00 am,"1149 TIGER AVE/HOSPITAL DR , COLUMBIA MO, 65201",NO,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202000314,02/27/2020 01:53:00 am,"1149 TIGER AVE/HOSPITAL DR , COLUMBIA MO, 65201",NO,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,CLEARED BY ARREST
202000314,02/27/2020 01:53:00 am,"1149 TIGER AVE/HOSPITAL DR , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202000313,02/26/2020 09:48:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202000312,02/26/2020 10:31:00 pm,"309 HITT ST , COLUMBIA MO, 65201",NO,TRESPASS,TRESPASS,CLEARED BY ARREST
202000311,02/26/2020 10:59:36 pm,"1100 S PROVIDENCE ROAD , COLUMBIA MO, 65201",NO,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202000311,02/26/2020 10:59:36 pm,"1100 S PROVIDENCE ROAD , COLUMBIA MO, 65201",NO,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202000310,02/26/2020 09:39:53 pm,"399 E STADIUM BLVD/S PROVIDENCE RD , COLUMBIA MO, 65203",NO,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202000309,02/25/2020 08:28:00 pm,"799 HITT ST/ROLLINS ST , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202000308,02/26/2020 02:14:00 pm,"551 E SOUTHAMPTON DR , COLUMBIA MO, 65201",NO  NOT APPLICABLE,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE
202000307,02/26/2020 09:40:00 am,"2401 LEMONE INDUSTRIAL BLVD , COLUMBIA MO, 65201",NO  NOT APPLICABLE,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE
202000306,02/26/2020 01:28:00 am,"999 S COLLEGE AVE/ASHLAND RD , COLUMBIA MO, 65201",NO,DWI,DWI,CLEARED BY ARREST
202000306,02/26/2020 01:28:00 am,"999 S COLLEGE AVE/ASHLAND RD , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,DWI,CLEARED BY ARREST
202000306,02/26/2020 01:28:00 am,"999 S COLLEGE AVE/ASHLAND RD , COLUMBIA MO, 65201",NO,OTHER OFFENSE - REPORTABLE,DWI,CLEARED BY ARREST
202000306,02/26/2020 01:28:00 am,"999 S COLLEGE AVE/ASHLAND RD , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202000305,02/25/2020 11:32:00 pm,"800 VIRGINIA AVE , COLUMBIA MO, 65201",NO,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202000304,02/25/2020 07:43:00 pm,"2900 S OLD 63 , COLUMBIA MO, 65201","YES NOT MARRIED, LIVED TOGETHER IN PAST",ASSIST AGENCY (BCSD),ASSIST AGENCY (BCSD),CLOSED
202000303,02/25/2020 08:53:00 pm,"1599 ROLLINS ST/S WILLIAM ST , COLUMBIA MO, 65201",NO,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202000303,02/25/2020 08:53:00 pm,"1599 ROLLINS ST/S WILLIAM ST , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,DRUG - NARCOTIC,CLEARED BY ARREST
202000302,02/25/2020 03:55:00 pm,"1199 HOSPITAL DR/VIRGINIA AVE , COLUMBIA MO, 65201",NO  NOT APPLICABLE,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,INACTIVE
202000301,02/25/2020 03:38:00 pm,"306 HITT ST , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202000301,02/25/2020 03:38:00 pm,"306 HITT ST , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
